ID,CASENO,OFFENSE,CVLEGEND,CVDOW,Block_Location,BLKADDR,City,State,Day,Lat,Lon,timestamp
1129,17026281,BURGLARY AUTO,BURGLARY - VEHICLE,2,"1700 FOURTH ST
Berkeley, CA
(37.871268, -122.30106)",1700 FOURTH ST,Berkeley,CA,Tuesday,37.871268,-122.30106,9/5/2017 18:00
1130,17014737,ROBBERY,ROBBERY,4,"2500 SHATTUCK AVE
Berkeley, CA
(37.863811, -122.267412)",2500 SHATTUCK AVE,Berkeley,CA,Thursday,37.863811,-122.267412,16/03/2017 19:13
1131,17016710,DISTURBANCE,DISORDERLY CONDUCT,6,"1500 FAIRVIEW ST
Berkeley, CA
(37.849747, -122.277907)",1500 FAIRVIEW ST,Berkeley,CA,Saturday,37.849747,-122.277907,25/03/2017 18:26
1132,17034652,THEFT FROM PERSON,LARCENY,5,"900 ASHBY AVE
Berkeley, CA
(37.851017, -122.291088)",900 ASHBY AVE,Berkeley,CA,Friday,37.851017,-122.291088,16/06/2017 18:45
1133,17090762,BURGLARY AUTO,BURGLARY - VEHICLE,6,"2450 DURANT AVE
Berkeley, CA
(37.867668, -122.260109)",2450 DURANT AVE,Berkeley,CA,Saturday,37.867668,-122.260109,15/04/2017 17:10
1134,17028788,BURGLARY AUTO,BURGLARY - VEHICLE,0,"UNIVERSITY AVENUE &amp; SECOND ST
Berkeley, CA
(37.866981, -122.302083)",UNIVERSITY AVENUE & SECOND ST,Berkeley,CA,Sunday,37.866981,-122.302083,21/05/2017 11:43
1135,17029215,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,2,"OREGON STREET &amp; ADELINE ST
Berkeley, CA
(37.857437, -122.268263)",OREGON STREET & ADELINE ST,Berkeley,CA,Tuesday,37.857437,-122.268263,23/05/2017 14:08
1136,17040344,SEXUAL ASSAULT FEL.,SEX CRIME,2,"2500 MCGEE AVE
Berkeley, CA
(37.862777, -122.276571)",2500 MCGEE AVE,Berkeley,CA,Tuesday,37.862777,-122.276571,11/7/2017 22:34
1137,17044812,VANDALISM,VANDALISM,2,"2000 ALLSTON WAY
Berkeley, CA
(37.869096, -122.270137)",2000 ALLSTON WAY,Berkeley,CA,Tuesday,37.869096,-122.270137,1/8/2017 21:00
1138,17043648,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,3,"2600 HILLEGASS AVE
Berkeley, CA
(37.863292, -122.256293)",2600 HILLEGASS AVE,Berkeley,CA,Wednesday,37.863292,-122.256293,26/07/2017 7:00
1139,17034831,BURGLARY AUTO,BURGLARY - VEHICLE,6,"1700 FOURTH ST
Berkeley, CA
(37.871268, -122.30106)",1700 FOURTH ST,Berkeley,CA,Saturday,37.871268,-122.30106,17/06/2017 10:30
1140,17042830,ASSAULT/BATTERY MISD.,ASSAULT,0,"3200 ADELINE ST
Berkeley, CA
(37.850345, -122.270911)",3200 ADELINE ST,Berkeley,CA,Sunday,37.850345,-122.270911,23/07/2017 9:47
1141,17091411,THEFT MISD. (UNDER $950),LARCENY,5,"1411 DWIGHT WAY
Berkeley, CA
(37.861884, -122.283481)",1411 DWIGHT WAY,Berkeley,CA,Friday,37.861884,-122.283481,21/07/2017 5:00
1142,17042695,DISTURBANCE,DISORDERLY CONDUCT,6,"1100 DELAWARE ST
Berkeley, CA
(37.871689, -122.292898)",1100 DELAWARE ST,Berkeley,CA,Saturday,37.871689,-122.292898,22/07/2017 5:45
1143,17090566,BURGLARY AUTO,BURGLARY - VEHICLE,3,"1100 KEELER AVE
Berkeley, CA
(37.890651, -122.258331)",1100 KEELER AVE,Berkeley,CA,Wednesday,37.890651,-122.258331,15/03/2017 23:00
1144,17018701,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2,"3100 COLLEGE AVE
Berkeley, CA
(37.853665, -122.252715)",3100 COLLEGE AVE,Berkeley,CA,Tuesday,37.853665,-122.252715,4/4/2017 11:20
1145,17090885,BURGLARY AUTO,BURGLARY - VEHICLE,6,"2200 FULTON ST
Berkeley, CA
(37.868706, -122.266279)",2200 FULTON ST,Berkeley,CA,Saturday,37.868706,-122.266279,6/5/2017 16:00
1146,17049572,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,1,"2000 M L KING JR WAY
Berkeley, CA
",2000 M L KING JR WAY,Berkeley,CA,Monday,,,21/08/2017 19:30
1147,17045755,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,6,"400 COLUSA AVE
Berkeley, CA
(37.899434, -122.287002)",400 COLUSA AVE,Berkeley,CA,Saturday,37.899434,-122.287002,5/8/2017 10:00
1148,17018550,THEFT MISD. (UNDER $950),LARCENY,1,"2000 SHATTUCK AVE
Berkeley, CA
(37.8719, -122.268389)",2000 SHATTUCK AVE,Berkeley,CA,Monday,37.8719,-122.268389,3/4/2017 12:00
1149,17090837,IDENTITY THEFT,FRAUD,3,"1800 CEDAR ST
Berkeley, CA
(37.877528, -122.275956)",1800 CEDAR ST,Berkeley,CA,Wednesday,37.877528,-122.275956,19/04/2017 15:40
1150,17014230,BURGLARY COMMERCIAL,BURGLARY - COMMERCIAL,2,"2400 ASHBY AVE
Berkeley, CA
(37.856111, -122.260248)",2400 ASHBY AVE,Berkeley,CA,Tuesday,37.856111,-122.260248,14/03/2017 12:13
1151,17045423,ARSON,ARSON,6,"1600 HOPKINS ST
Berkeley, CA
(37.882016, -122.281271)",1600 HOPKINS ST,Berkeley,CA,Saturday,37.882016,-122.281271,22/07/2017 12:00
1152,17091036,THEFT MISD. (UNDER $950),LARCENY,6,"2500 TELEGRAPH AVE
Berkeley, CA
(37.865009, -122.258767)",2500 TELEGRAPH AVE,Berkeley,CA,Saturday,37.865009,-122.258767,20/05/2017 10:00
1153,17050342,THEFT FELONY (OVER $950),LARCENY,5,"2100 OXFORD ST
Berkeley, CA
(37.87091, -122.265993)",2100 OXFORD ST,Berkeley,CA,Friday,37.87091,-122.265993,25/08/2017 13:45
1154,17026899,VEHICLE STOLEN,MOTOR VEHICLE THEFT,4,"CHANNING WAY &amp; PIEDMONT AVE
Berkeley, CA
(37.86793, -122.251798)",CHANNING WAY & PIEDMONT AVE,Berkeley,CA,Thursday,37.86793,-122.251798,11/5/2017 20:00
1155,17023495,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,5,"1000 UNIVERSITY AVE
Berkeley, CA
(37.868641, -122.29415)",1000 UNIVERSITY AVE,Berkeley,CA,Friday,37.868641,-122.29415,28/04/2017 3:57
1156,17042696,ASSAULT/BATTERY MISD.,ASSAULT,4,"2000 DWIGHT WAY
Berkeley, CA
(37.863679, -122.26963)",2000 DWIGHT WAY,Berkeley,CA,Thursday,37.863679,-122.26963,20/07/2017 19:50
1157,17043946,BURGLARY AUTO,BURGLARY - VEHICLE,5,"1300 SIXTH ST
Berkeley, CA
(37.879335, -122.301332)",1300 SIXTH ST,Berkeley,CA,Friday,37.879335,-122.301332,28/07/2017 3:30
1158,17043677,BURGLARY AUTO,BURGLARY - VEHICLE,6,"3000 COLLEGE AVE
Berkeley, CA
(37.855925, -122.252939)",3000 COLLEGE AVE,Berkeley,CA,Saturday,37.855925,-122.252939,22/07/2017 21:30
1159,17090828,THEFT FELONY (OVER $950),LARCENY,1,"2000 DURANT AVE
Berkeley, CA
(37.866426, -122.269762)",2000 DURANT AVE,Berkeley,CA,Monday,37.866426,-122.269762,24/04/2017 15:00
1160,17039146,FRAUD/FORGERY,FRAUD,2,"1600 SEVENTH ST
Berkeley, CA
(37.874319, -122.298604)",1600 SEVENTH ST,Berkeley,CA,Tuesday,37.874319,-122.298604,4/7/2017 11:00
1161,17090743,THEFT MISD. (UNDER $950),LARCENY,2,"1521 UNIVERSITY AVE
Berkeley, CA
(37.870526, -122.281452)",1521 UNIVERSITY AVE,Berkeley,CA,Tuesday,37.870526,-122.281452,11/4/2017 21:45
1162,17031191,ASSAULT/BATTERY MISD.,ASSAULT,4,"2200 SHATTUCK AVE
Berkeley, CA
(37.869363, -122.268028)",2200 SHATTUCK AVE,Berkeley,CA,Thursday,37.869363,-122.268028,1/6/2017 8:07
1163,17090668,BURGLARY AUTO,BURGLARY - VEHICLE,6,"2400 CHANNING WAY
Berkeley, CA
(37.866622, -122.26108)",2400 CHANNING WAY,Berkeley,CA,Saturday,37.866622,-122.26108,1/4/2017 16:00
1164,17034863,DISTURBANCE,DISORDERLY CONDUCT,4,"Berkeley, CA
(37.869058, -122.270455)",,Berkeley,CA,Thursday,37.869058,-122.270455,1/6/2017 0:00
1165,17031306,VEHICLE STOLEN,MOTOR VEHICLE THEFT,3,"1900 DWIGHT WAY
Berkeley, CA
(37.863353, -122.272097)",1900 DWIGHT WAY,Berkeley,CA,Wednesday,37.863353,-122.272097,24/05/2017 19:00
1166,17018130,SEXUAL ASSAULT MISD.,SEX CRIME,6,"BANCROFT WAY &amp; FULTON ST
Berkeley, CA
(37.867831, -122.265858)",BANCROFT WAY & FULTON ST,Berkeley,CA,Saturday,37.867831,-122.265858,1/4/2017 12:40
1167,17091045,BURGLARY AUTO,BURGLARY - VEHICLE,1,"2400 DANA ST
Berkeley, CA
(37.866508, -122.261057)",2400 DANA ST,Berkeley,CA,Monday,37.866508,-122.261057,29/05/2017 20:35
1168,17024312,VEHICLE STOLEN,MOTOR VEHICLE THEFT,6,"2500 HILLEGASS AVE
Berkeley, CA
(37.865149, -122.256487)",2500 HILLEGASS AVE,Berkeley,CA,Saturday,37.865149,-122.256487,29/04/2017 22:00
1169,17013124,BURGLARY AUTO,BURGLARY - VEHICLE,4,"2100 HASTE ST
Berkeley, CA
(37.864908, -122.267289)",2100 HASTE ST,Berkeley,CA,Thursday,37.864908,-122.267289,9/3/2017 7:00
1170,17034461,MISSING ADULT,MISSING PERSON,4,"2800 SHATTUCK AVE
Berkeley, CA
(37.858525, -122.266906)",2800 SHATTUCK AVE,Berkeley,CA,Thursday,37.858525,-122.266906,15/06/2017 15:00
1171,17039914,ASSAULT/BATTERY FEL.,ASSAULT,1,"1900 SHATTUCK AVE
Berkeley, CA
(37.873687, -122.268616)",1900 SHATTUCK AVE,Berkeley,CA,Monday,37.873687,-122.268616,10/7/2017 9:20
1172,17030890,BURGLARY COMMERCIAL,BURGLARY - COMMERCIAL,5,"1100 UNIVERSITY AVE
Berkeley, CA
(37.869067, -122.292043)",1100 UNIVERSITY AVE,Berkeley,CA,Friday,37.869067,-122.292043,26/05/2017 17:00
1173,17090611,THEFT MISD. (UNDER $950),LARCENY,3,"1700 SPRUCE ST
Berkeley, CA
(37.876963, -122.265591)",1700 SPRUCE ST,Berkeley,CA,Wednesday,37.876963,-122.265591,22/03/2017 23:50
1174,17091367,BURGLARY AUTO,BURGLARY - VEHICLE,5,"200 MARINA BLVD
Berkeley, CA
(37.868667, -122.313656)",200 MARINA BLVD,Berkeley,CA,Friday,37.868667,-122.313656,14/07/2017 13:00
1175,17018811,DISTURBANCE,DISORDERLY CONDUCT,2,"2700 DURANT AVE
Berkeley, CA
(37.868352, -122.254459)",2700 DURANT AVE,Berkeley,CA,Tuesday,37.868352,-122.254459,4/4/2017 19:10
1176,17091122,THEFT MISD. (UNDER $950),LARCENY,0,"400 ALTA RD
Berkeley, CA
",400 ALTA RD,Berkeley,CA,Sunday,,,11/6/2017 23:00
1177,17033028,DISTURBANCE,DISORDERLY CONDUCT,5,"2600 DURANT AVE
Berkeley, CA
(37.868164, -122.256314)",2600 DURANT AVE,Berkeley,CA,Friday,37.868164,-122.256314,9/6/2017 8:57
1178,17038948,NARCOTICS,DRUG VIOLATION,4,"2300 BANCROFT WAY
Berkeley, CA
(37.868199, -122.263253)",2300 BANCROFT WAY,Berkeley,CA,Thursday,37.868199,-122.263253,6/7/2017 2:24
1179,17091292,IDENTITY THEFT,FRAUD,4,"1600 ASHBY AVE
Berkeley, CA
(37.853554, -122.276925)",1600 ASHBY AVE,Berkeley,CA,Thursday,37.853554,-122.276925,20/04/2017 22:30
1180,17043181,ARSON,ARSON,2,"1600 HEARST AVE
Berkeley, CA
(37.87247, -122.279718)",1600 HEARST AVE,Berkeley,CA,Tuesday,37.87247,-122.279718,25/07/2017 0:25
1181,17019331,BURGLARY AUTO,BURGLARY - VEHICLE,5,"BANCROFT WAY &amp; MCKINLEY AVE
Berkeley, CA
(37.866842, -122.27366)",BANCROFT WAY & MCKINLEY AVE,Berkeley,CA,Friday,37.866842,-122.27366,7/4/2017 13:18
1182,17032092,VANDALISM,VANDALISM,6,"1500 PRINCE ST
Berkeley, CA
(37.851503, -122.278518)",1500 PRINCE ST,Berkeley,CA,Saturday,37.851503,-122.278518,3/6/2017 17:00
1183,17030635,BURGLARY AUTO,BURGLARY - VEHICLE,0,"2200 PARKER ST
Berkeley, CA
(37.862491, -122.2646)",2200 PARKER ST,Berkeley,CA,Sunday,37.862491,-122.2646,28/05/2017 12:00
1184,17041930,THEFT MISD. (UNDER $950),LARCENY,3,"1500 LINCOLN ST
Berkeley, CA
(37.875796, -122.282477)",1500 LINCOLN ST,Berkeley,CA,Wednesday,37.875796,-122.282477,19/07/2017 9:45
1185,17048381,THEFT MISD. (UNDER $950),LARCENY,5,"1400 BERKELEY WAY
Berkeley, CA
(37.870881, -122.284399)",1400 BERKELEY WAY,Berkeley,CA,Friday,37.870881,-122.284399,11/8/2017 8:00
1186,17091191,BURGLARY AUTO,BURGLARY - VEHICLE,3,"2300 FOURTH ST
Berkeley, CA
(37.862844, -122.298368)",2300 FOURTH ST,Berkeley,CA,Wednesday,37.862844,-122.298368,21/06/2017 12:50
1187,17030575,THEFT FROM AUTO,LARCENY - FROM VEHICLE,0,"1000 PAGE ST
Berkeley, CA
(37.877153, -122.296905)",1000 PAGE ST,Berkeley,CA,Sunday,37.877153,-122.296905,28/05/2017 22:00
1188,17014957,BURGLARY AUTO,BURGLARY - VEHICLE,5,"2400 HASTE ST
Berkeley, CA
(37.865849, -122.259977)",2400 HASTE ST,Berkeley,CA,Friday,37.865849,-122.259977,17/03/2017 16:30
1189,17040929,THEFT MISD. (UNDER $950),LARCENY,5,"2800 ADELINE ST
Berkeley, CA
(37.858079, -122.268016)",2800 ADELINE ST,Berkeley,CA,Friday,37.858079,-122.268016,14/07/2017 17:31
1190,17044859,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,3,"DURANT AVENUE &amp; ELLSWORTH ST
Berkeley, CA
(37.867221, -122.263531)",DURANT AVENUE & ELLSWORTH ST,Berkeley,CA,Wednesday,37.867221,-122.263531,2/8/2017 2:12
1191,17050132,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,4,"1800 UNIVERSITY AVE
Berkeley, CA
(37.871246, -122.274991)",1800 UNIVERSITY AVE,Berkeley,CA,Thursday,37.871246,-122.274991,24/08/2017 16:59
1192,17014704,BURGLARY AUTO,BURGLARY - VEHICLE,3,"6000 CHABOLYN TER
Berkeley, CA
",6000 CHABOLYN TER,Berkeley,CA,Wednesday,,,15/03/2017 17:00
1193,17041365,BURGLARY AUTO,BURGLARY - VEHICLE,6,"800 OXFORD ST
Berkeley, CA
(37.892824, -122.272717)",800 OXFORD ST,Berkeley,CA,Saturday,37.892824,-122.272717,15/07/2017 17:00
1194,17027062,THEFT MISD. (UNDER $950),LARCENY,5,"2100 JEFFERSON AVE
Berkeley, CA
(37.869691, -122.27849)",2100 JEFFERSON AVE,Berkeley,CA,Friday,37.869691,-122.27849,12/5/2017 16:30
1195,17091118,VANDALISM,VANDALISM,4,"1600 RUSSELL ST
Berkeley, CA
(37.85525, -122.277126)",1600 RUSSELL ST,Berkeley,CA,Thursday,37.85525,-122.277126,8/6/2017 19:24
1196,17022415,DISTURBANCE,DISORDERLY CONDUCT,6,"ASHBY AVENUE &amp; TELEGRAPH AVE
Berkeley, CA
(37.856181, -122.25973)",ASHBY AVENUE & TELEGRAPH AVE,Berkeley,CA,Saturday,37.856181,-122.25973,22/04/2017 15:12
1197,17014214,BURGLARY AUTO,BURGLARY - VEHICLE,2,"200 TANGLEWOOD RD
Berkeley, CA
",200 TANGLEWOOD RD,Berkeley,CA,Tuesday,,,14/03/2017 9:15
1198,17015502,VANDALISM,VANDALISM,5,"1700 ROSE ST
Berkeley, CA
(37.880027, -122.279976)",1700 ROSE ST,Berkeley,CA,Friday,37.880027,-122.279976,17/03/2017 23:00
1199,17039468,THEFT FROM AUTO,LARCENY - FROM VEHICLE,5,"900 CHANNING WAY
Berkeley, CA
(37.861991, -122.294394)",900 CHANNING WAY,Berkeley,CA,Friday,37.861991,-122.294394,7/7/2017 18:00
1200,17018613,VANDALISM,VANDALISM,0,"1100 WALNUT ST
Berkeley, CA
(37.887961, -122.269822)",1100 WALNUT ST,Berkeley,CA,Sunday,37.887961,-122.269822,2/4/2017 21:00
1201,17018750,GUN/WEAPON,WEAPONS OFFENSE,2,"8480 EDES AVE
Berkeley, CA
",8480 EDES AVE,Berkeley,CA,Tuesday,,,4/4/2017 15:53
1202,17039738,NARCOTICS,DRUG VIOLATION,0,"1900 SHATTUCK AVE
Berkeley, CA
(37.873687, -122.268616)",1900 SHATTUCK AVE,Berkeley,CA,Sunday,37.873687,-122.268616,9/7/2017 12:23
1203,17014440,DISTURBANCE,DISORDERLY CONDUCT,1,"1000 ADDISON ST
Berkeley, CA
(37.867383, -122.293938)",1000 ADDISON ST,Berkeley,CA,Monday,37.867383,-122.293938,6/3/2017 8:00
1204,17034218,VEHICLE STOLEN,MOTOR VEHICLE THEFT,3,"2800 WOOLSEY ST
Berkeley, CA
(37.854137, -122.251007)",2800 WOOLSEY ST,Berkeley,CA,Wednesday,37.854137,-122.251007,14/06/2017 16:00
1205,17016722,VANDALISM,VANDALISM,6,"1700 UNIVERSITY AVE
Berkeley, CA
(37.870948, -122.27733)",1700 UNIVERSITY AVE,Berkeley,CA,Saturday,37.870948,-122.27733,25/03/2017 18:16
1206,17028004,BURGLARY AUTO,BURGLARY - VEHICLE,3,"900 ASHBY AVE
Berkeley, CA
(37.851017, -122.291088)",900 ASHBY AVE,Berkeley,CA,Wednesday,37.851017,-122.291088,17/05/2017 19:25
1207,17090815,BURGLARY AUTO,BURGLARY - VEHICLE,1,"900 SHATTUCK AVE
Berkeley, CA
(37.890945, -122.271126)",900 SHATTUCK AVE,Berkeley,CA,Monday,37.890945,-122.271126,24/04/2017 22:00
1208,17031630,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,6,"DANA STREET &amp; DWIGHT WAY
Berkeley, CA
(37.864826, -122.260719)",DANA STREET & DWIGHT WAY,Berkeley,CA,Saturday,37.864826,-122.260719,3/6/2017 0:53
1209,17026875,MISSING ADULT,MISSING PERSON,5,"2500 COLLEGE AVE
Berkeley, CA
(37.865711, -122.25389)",2500 COLLEGE AVE,Berkeley,CA,Friday,37.865711,-122.25389,12/5/2017 14:00
1210,17091234,THEFT MISD. (UNDER $950),LARCENY,6,"3300 CALIFORNIA ST
Berkeley, CA
(37.847838, -122.275741)",3300 CALIFORNIA ST,Berkeley,CA,Saturday,37.847838,-122.275741,24/06/2017 22:15
1211,17027956,VANDALISM,VANDALISM,3,"2200 SHATTUCK AVE
Berkeley, CA
(37.869363, -122.268028)",2200 SHATTUCK AVE,Berkeley,CA,Wednesday,37.869363,-122.268028,17/05/2017 15:45
1212,17031404,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,5,"1100 FRANCISCO ST
Berkeley, CA
(37.872656, -122.292748)",1100 FRANCISCO ST,Berkeley,CA,Friday,37.872656,-122.292748,2/6/2017 7:45
1213,17031078,THEFT FELONY (OVER $950),LARCENY,3,"3300 ADELINE ST
Berkeley, CA
(37.84827, -122.271788)",3300 ADELINE ST,Berkeley,CA,Wednesday,37.84827,-122.271788,31/05/2017 18:07
1214,17045122,NARCOTICS,DRUG VIOLATION,4,"1100 SAN PABLO AVE
Berkeley, CA
(37.88382, -122.296952)",1100 SAN PABLO AVE,Berkeley,CA,Thursday,37.88382,-122.296952,3/8/2017 7:53
1215,17019831,THEFT MISD. (UNDER $950),LARCENY,0,"2800 ADELINE ST
Berkeley, CA
(37.858079, -122.268016)",2800 ADELINE ST,Berkeley,CA,Sunday,37.858079,-122.268016,9/4/2017 19:06
1216,17026050,VANDALISM,VANDALISM,0,"GILMAN STREET &amp; EASTSHORE HWY
Berkeley, CA
(37.878312, -122.306543)",GILMAN STREET & EASTSHORE HWY,Berkeley,CA,Sunday,37.878312,-122.306543,7/5/2017 20:00
1217,17016929,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,0,"2100 CENTER ST
Berkeley, CA
(37.870308, -122.26805)",2100 CENTER ST,Berkeley,CA,Sunday,37.870308,-122.26805,26/03/2017 17:57
1218,17091203,THEFT MISD. (UNDER $950),LARCENY,3,"2000 CENTER ST
Berkeley, CA
(37.869973, -122.270557)",2000 CENTER ST,Berkeley,CA,Wednesday,37.869973,-122.270557,21/06/2017 8:40
1219,17016940,ASSAULT/BATTERY MISD.,ASSAULT,0,"2200 BONAR ST
Berkeley, CA
(37.86695, -122.286984)",2200 BONAR ST,Berkeley,CA,Sunday,37.86695,-122.286984,26/03/2017 19:21
1220,17045674,THEFT FELONY (OVER $950),LARCENY,6,"2300 COLLEGE AVE
Berkeley, CA
(37.868957, -122.254552)",2300 COLLEGE AVE,Berkeley,CA,Saturday,37.868957,-122.254552,5/8/2017 12:23
1221,17030698,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,1,"1500 PRINCE ST
Berkeley, CA
(37.851503, -122.278518)",1500 PRINCE ST,Berkeley,CA,Monday,37.851503,-122.278518,29/05/2017 17:00
1222,17036308,THEFT FROM PERSON,LARCENY,5,"ADDISON STREET &amp; M L KING JR WAY
Berkeley, CA
",ADDISON STREET & M L KING JR WAY,Berkeley,CA,Friday,,,23/06/2017 21:30
1223,17021852,ROBBERY,ROBBERY,4,"1700 PRINCE ST
Berkeley, CA
(37.852136, -122.273695)",1700 PRINCE ST,Berkeley,CA,Thursday,37.852136,-122.273695,20/04/2017 0:15
1224,17021998,THEFT FROM AUTO,LARCENY - FROM VEHICLE,4,"2500 WEBSTER ST
Berkeley, CA
(37.855659, -122.256395)",2500 WEBSTER ST,Berkeley,CA,Thursday,37.855659,-122.256395,20/04/2017 2:00
1225,17012793,DISTURBANCE,DISORDERLY CONDUCT,2,"2000 CENTER ST
Berkeley, CA
(37.869973, -122.270557)",2000 CENTER ST,Berkeley,CA,Tuesday,37.869973,-122.270557,7/3/2017 13:30
1226,17023280,VANDALISM,VANDALISM,3,"1600 JULIA ST
Berkeley, CA
(37.854442, -122.277107)",1600 JULIA ST,Berkeley,CA,Wednesday,37.854442,-122.277107,26/04/2017 20:59
1227,17024894,VANDALISM,VANDALISM,4,"1600 SAN PABLO AVE
Berkeley, CA
(37.875189, -122.294176)",1600 SAN PABLO AVE,Berkeley,CA,Thursday,37.875189,-122.294176,6/4/2017 0:01
1228,17028760,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,6,"1400 BLAKE ST
Berkeley, CA
(37.86107, -122.282975)",1400 BLAKE ST,Berkeley,CA,Saturday,37.86107,-122.282975,20/05/2017 16:00
1229,17028134,THEFT FELONY (OVER $950),LARCENY,3,"1700 MADERA ST
Berkeley, CA
(37.888816, -122.281145)",1700 MADERA ST,Berkeley,CA,Wednesday,37.888816,-122.281145,10/5/2017 0:00
1230,17031014,THEFT MISD. (UNDER $950),LARCENY,1,"1600 BERKELEY WAY
Berkeley, CA
(37.871593, -122.279879)",1600 BERKELEY WAY,Berkeley,CA,Monday,37.871593,-122.279879,15/05/2017 15:54
1231,17030086,NARCOTICS,DRUG VIOLATION,6,"1700 ALCATRAZ AVE
Berkeley, CA
(37.848534, -122.272999)",1700 ALCATRAZ AVE,Berkeley,CA,Saturday,37.848534,-122.272999,27/05/2017 0:47
1232,17091499,THEFT FELONY (OVER $950),LARCENY,1,"2377 WOOLSEY ST
Berkeley, CA
(37.853166, -122.258557)",2377 WOOLSEY ST,Berkeley,CA,Monday,37.853166,-122.258557,31/07/2017 10:45
1233,17012231,NARCOTICS,DRUG VIOLATION,6,"900 HEINZ AVE
Berkeley, CA
(37.853552, -122.291561)",900 HEINZ AVE,Berkeley,CA,Saturday,37.853552,-122.291561,4/3/2017 3:29
1234,17091286,IDENTITY THEFT,FRAUD,3,"700 VINCENTE AVE
Berkeley, CA
(37.894598, -122.282523)",700 VINCENTE AVE,Berkeley,CA,Wednesday,37.894598,-122.282523,5/7/2017 13:05
1235,17024137,ASSAULT/BATTERY MISD.,ASSAULT,0,"BANCROFT WAY &amp; SHATTUCK AVE
Berkeley, CA
(37.867601, -122.267718)",BANCROFT WAY & SHATTUCK AVE,Berkeley,CA,Sunday,37.867601,-122.267718,30/04/2017 13:08
1236,17017227,VANDALISM,VANDALISM,2,"2800 SAN PABLO AVE
Berkeley, CA
(37.856195, -122.288053)",2800 SAN PABLO AVE,Berkeley,CA,Tuesday,37.856195,-122.288053,28/03/2017 1:10
1237,17020784,BURGLARY AUTO,BURGLARY - VEHICLE,4,"1300 CEDAR ST
Berkeley, CA
(37.876174, -122.287054)",1300 CEDAR ST,Berkeley,CA,Thursday,37.876174,-122.287054,13/04/2017 22:00
1238,17046790,BURGLARY AUTO,BURGLARY - VEHICLE,3,"2800 COLLEGE AVE
Berkeley, CA
(37.859988, -122.253339)",2800 COLLEGE AVE,Berkeley,CA,Wednesday,37.859988,-122.253339,9/8/2017 19:00
1239,17024903,NARCOTICS,DRUG VIOLATION,3,"2000 OREGON ST
Berkeley, CA
(37.857409, -122.268473)",2000 OREGON ST,Berkeley,CA,Wednesday,37.857409,-122.268473,3/5/2017 17:29
1240,17050627,NARCOTICS,DRUG VIOLATION,6,"UNIVERSITY AVENUE &amp; SHATTUCK AVE
Berkeley, CA
(37.872106, -122.268405)",UNIVERSITY AVENUE & SHATTUCK AVE,Berkeley,CA,Saturday,37.872106,-122.268405,26/08/2017 15:46
1241,17091516,BURGLARY AUTO,BURGLARY - VEHICLE,4,"1732 CHESTNUT ST
Berkeley, CA
(37.873017, -122.288422)",1732 CHESTNUT ST,Berkeley,CA,Thursday,37.873017,-122.288422,3/8/2017 2:20
1242,17091002,IDENTITY THEFT,FRAUD,0,"1900 FRANCISCO ST
Berkeley, CA
(37.875113, -122.273413)",1900 FRANCISCO ST,Berkeley,CA,Sunday,37.875113,-122.273413,21/05/2017 21:36
1243,17091614,THEFT MISD. (UNDER $950),LARCENY,3,"1700 SHATTUCK AVE
Berkeley, CA
(37.876307, -122.268923)",1700 SHATTUCK AVE,Berkeley,CA,Wednesday,37.876307,-122.268923,9/8/2017 23:00
1244,17012295,NARCOTICS,DRUG VIOLATION,6,"200 UNIVERSITY AVE
Berkeley, CA
(37.865491, -122.310065)",200 UNIVERSITY AVE,Berkeley,CA,Saturday,37.865491,-122.310065,4/3/2017 13:46
1245,17091403,BURGLARY AUTO,BURGLARY - VEHICLE,3,"2500 DWIGHT WAY
Berkeley, CA
(37.865134, -122.258331)",2500 DWIGHT WAY,Berkeley,CA,Wednesday,37.865134,-122.258331,19/07/2017 19:00
1246,17038675,VEHICLE STOLEN,MOTOR VEHICLE THEFT,2,"2400 PROSPECT ST
Berkeley, CA
(37.867717, -122.249901)",2400 PROSPECT ST,Berkeley,CA,Tuesday,37.867717,-122.249901,4/7/2017 19:00
1247,17034819,VEHICLE STOLEN,MOTOR VEHICLE THEFT,5,"2000 BLAKE ST
Berkeley, CA
(37.862781, -122.269376)",2000 BLAKE ST,Berkeley,CA,Friday,37.862781,-122.269376,16/06/2017 17:30
1248,17024921,THEFT MISD. (UNDER $950),LARCENY,2,"2000 BERKELEY WAY
Berkeley, CA
(37.872691, -122.270741)",2000 BERKELEY WAY,Berkeley,CA,Tuesday,37.872691,-122.270741,2/5/2017 15:30
