ID,CASENO,OFFENSE,CVLEGEND,CVDOW,Block_Location,BLKADDR,City,State,Day,Lat,Lon,timestamp
0,17091420,BURGLARY AUTO,BURGLARY - VEHICLE,0,"2500 LE CONTE AVE
Berkeley, CA
(37.876965, -122.260544)",2500 LE CONTE AVE,Berkeley,CA,Sunday,37.876965,-122.260544,23/07/2017 6:00
1,17020462,THEFT FROM PERSON,LARCENY,4,"2200 SHATTUCK AVE
Berkeley, CA
(37.869363, -122.268028)",2200 SHATTUCK AVE,Berkeley,CA,Thursday,37.869363,-122.268028,13/04/2017 8:45
2,17050275,BURGLARY AUTO,BURGLARY - VEHICLE,4,"200 UNIVERSITY AVE
Berkeley, CA
(37.865491, -122.310065)",200 UNIVERSITY AVE,Berkeley,CA,Thursday,37.865491,-122.310065,24/08/2017 18:30
3,17019145,GUN/WEAPON,WEAPONS OFFENSE,4,"1900 SEVENTH ST
Berkeley, CA
(37.869318, -122.296984)",1900 SEVENTH ST,Berkeley,CA,Thursday,37.869318,-122.296984,6/4/2017 17:30
4,17044993,VEHICLE STOLEN,MOTOR VEHICLE THEFT,2,"100 PARKSIDE DR
Berkeley, CA
(37.854247, -122.24375)",100 PARKSIDE DR,Berkeley,CA,Tuesday,37.854247,-122.24375,1/8/2017 18:00
5,17037319,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,3,"1500 PRINCE ST
Berkeley, CA
(37.851503, -122.278518)",1500 PRINCE ST,Berkeley,CA,Wednesday,37.851503,-122.278518,28/06/2017 12:00
6,17030791,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2,"300 MENLO PL
Berkeley, CA
",300 MENLO PL,Berkeley,CA,Tuesday,,,30/05/2017 8:45
7,17091066,BURGLARY AUTO,BURGLARY - VEHICLE,1,"2317 SHATTUCK AVE
Berkeley, CA
(37.867326, -122.267687)",2317 SHATTUCK AVE,Berkeley,CA,Monday,37.867326,-122.267687,29/05/2017 17:00
8,17031395,VANDALISM,VANDALISM,4,"ACTON STREET &amp; PARKER ST
Berkeley, CA
(37.860172, -122.282847)",ACTON STREET & PARKER ST,Berkeley,CA,Thursday,37.860172,-122.282847,1/6/2017 20:00
9,17041467,DISTURBANCE,DISORDERLY CONDUCT,1,"2100 SEVENTH ST
Berkeley, CA
(37.866936, -122.296218)",2100 SEVENTH ST,Berkeley,CA,Monday,37.866936,-122.296218,17/07/2017 1:30
10,17090841,THEFT MISD. (UNDER $950),LARCENY,3,"2500 COLLEGE AVE
Berkeley, CA
(37.865711, -122.25389)",2500 COLLEGE AVE,Berkeley,CA,Wednesday,37.865711,-122.25389,26/04/2017 15:00
11,17038302,BURGLARY AUTO,BURGLARY - VEHICLE,0,"BOWDITCH STREET &amp; CHANNING WAY
Berkeley, CA
(37.867209, -122.256554)",BOWDITCH STREET & CHANNING WAY,Berkeley,CA,Sunday,37.867209,-122.256554,2/7/2017 22:00
12,17018627,THEFT FROM AUTO,LARCENY - FROM VEHICLE,2,"2000 FRANCISCO ST
Berkeley, CA
(37.875391, -122.271141)",2000 FRANCISCO ST,Berkeley,CA,Tuesday,37.875391,-122.271141,28/03/2017 12:00
13,17046489,DOMESTIC VIOLENCE,FAMILY OFFENSE,2,"2100 ASHBY AVE
Berkeley, CA
(37.855293, -122.266502)",2100 ASHBY AVE,Berkeley,CA,Tuesday,37.855293,-122.266502,8/8/2017 21:00
14,17090794,THEFT MISD. (UNDER $950),LARCENY,4,"2100 EMERSON ST
Berkeley, CA
(37.854536, -122.266403)",2100 EMERSON ST,Berkeley,CA,Thursday,37.854536,-122.266403,20/04/2017 12:00
15,17014095,THEFT FELONY (OVER $950),LARCENY,1,"SHATTUCK AVENUE &amp; ALLSTON WAY
Berkeley, CA
(37.86939, -122.267883)",SHATTUCK AVENUE & ALLSTON WAY,Berkeley,CA,Monday,37.86939,-122.267883,13/03/2017 16:45
16,17016587,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,6,"UNIVERSITY AVENUE &amp; GRANT ST
Berkeley, CA
(37.871318, -122.275278)",UNIVERSITY AVENUE & GRANT ST,Berkeley,CA,Saturday,37.871318,-122.275278,25/03/2017 0:55
17,17049346,THEFT MISD. (UNDER $950),LARCENY,0,"2900 CHANNING WAY
Berkeley, CA
(37.867948, -122.250664)",2900 CHANNING WAY,Berkeley,CA,Sunday,37.867948,-122.250664,20/08/2017 23:20
18,17014188,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,6,"2500 DURANT AVE
Berkeley, CA
(37.867852, -122.258699)",2500 DURANT AVE,Berkeley,CA,Saturday,37.867852,-122.258699,11/3/2017 18:30
19,17045903,MISSING JUVENILE,MISSING PERSON,5,"1200 FRANCISCO ST
Berkeley, CA
(37.87304, -122.289659)",1200 FRANCISCO ST,Berkeley,CA,Friday,37.87304,-122.289659,4/8/2017 12:00
20,17034383,DISTURBANCE,DISORDERLY CONDUCT,4,"STUART STREET &amp; ADELINE ST
Berkeley, CA
(37.858439, -122.26757)",STUART STREET & ADELINE ST,Berkeley,CA,Thursday,37.858439,-122.26757,15/06/2017 14:30
21,17026118,BURGLARY AUTO,BURGLARY - VEHICLE,1,"2400 MCGEE AVE
Berkeley, CA
(37.864397, -122.276835)",2400 MCGEE AVE,Berkeley,CA,Monday,37.864397,-122.276835,8/5/2017 19:00
22,17090933,BURGLARY AUTO,BURGLARY - VEHICLE,3,"100 SEAWALL DR
Berkeley, CA
(37.863611, -122.317566)",100 SEAWALL DR,Berkeley,CA,Wednesday,37.863611,-122.317566,10/5/2017 16:30
23,17017335,ROBBERY,ROBBERY,2,"2000 WOOLSEY ST
Berkeley, CA
(37.852174, -122.267824)",2000 WOOLSEY ST,Berkeley,CA,Tuesday,37.852174,-122.267824,28/03/2017 16:29
24,17091319,THEFT MISD. (UNDER $950),LARCENY,0,"2100 RUSSELL ST
Berkeley, CA
(37.856719, -122.266672)",2100 RUSSELL ST,Berkeley,CA,Sunday,37.856719,-122.266672,9/7/2017 4:15
25,17091356,VANDALISM,VANDALISM,4,"3000 DOHR ST
Berkeley, CA
(37.853221, -122.280832)",3000 DOHR ST,Berkeley,CA,Thursday,37.853221,-122.280832,13/07/2017 21:30
26,17091255,IDENTITY THEFT,FRAUD,4,"10 BRIDGE RD
Berkeley, CA
(37.855584, -122.238474)",10 BRIDGE RD,Berkeley,CA,Thursday,37.855584,-122.238474,29/06/2017 13:10
27,17044238,DISTURBANCE,DISORDERLY CONDUCT,0,"TELEGRAPH AVENUE &amp; DURANT AVE
Berkeley, CA
(37.867816, -122.258994)",TELEGRAPH AVENUE & DURANT AVE,Berkeley,CA,Sunday,37.867816,-122.258994,30/07/2017 1:16
28,17043329,THEFT FELONY (OVER $950),LARCENY,2,"1900 SHATTUCK AVE
Berkeley, CA
(37.873687, -122.268616)",1900 SHATTUCK AVE,Berkeley,CA,Tuesday,37.873687,-122.268616,25/07/2017 16:00
29,17012577,BURGLARY AUTO,BURGLARY - VEHICLE,1,"COLUSA AVENUE &amp; SOLANO AVE
Berkeley, CA
(37.891368, -122.279257)",COLUSA AVENUE & SOLANO AVE,Berkeley,CA,Monday,37.891368,-122.279257,6/3/2017 5:56
30,17032609,THEFT FROM AUTO,LARCENY - FROM VEHICLE,3,"2700 REGENT ST
Berkeley, CA
(37.861573, -122.257452)",2700 REGENT ST,Berkeley,CA,Wednesday,37.861573,-122.257452,7/6/2017 0:01
31,17038378,DISTURBANCE,DISORDERLY CONDUCT,1,"2500 REGENT ST
Berkeley, CA
(37.865202, -122.257795)",2500 REGENT ST,Berkeley,CA,Monday,37.865202,-122.257795,3/7/2017 10:49
32,17029377,ASSAULT/BATTERY MISD.,ASSAULT,3,"M L KING JR WAY &amp; STUART ST
Berkeley, CA
",M L KING JR WAY & STUART ST,Berkeley,CA,Wednesday,,,24/05/2017 8:00
33,17028137,THEFT FROM AUTO,LARCENY - FROM VEHICLE,5,"UNIVERSITY AVENUE &amp; BONAR ST
Berkeley, CA
(37.869642, -122.287492)",UNIVERSITY AVENUE & BONAR ST,Berkeley,CA,Friday,37.869642,-122.287492,12/5/2017 21:00
34,17029195,THEFT MISD. (UNDER $950),LARCENY,2,"2100 HEARST AVE
Berkeley, CA
(37.873909, -122.268233)",2100 HEARST AVE,Berkeley,CA,Tuesday,37.873909,-122.268233,23/05/2017 12:30
35,17046188,THEFT MISD. (UNDER $950),LARCENY,0,"2500 TELEGRAPH AVE
Berkeley, CA
(37.865009, -122.258767)",2500 TELEGRAPH AVE,Berkeley,CA,Sunday,37.865009,-122.258767,6/8/2017 23:30
36,17016785,2ND RESPONSE,NOISE VIOLATION,0,"3000 ACTON ST
Berkeley, CA
(37.853085, -122.281368)",3000 ACTON ST,Berkeley,CA,Sunday,37.853085,-122.281368,26/03/2017 0:51
37,17044179,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,6,"2100 SHATTUCK AVE
Berkeley, CA
(37.871167, -122.268285)",2100 SHATTUCK AVE,Berkeley,CA,Saturday,37.871167,-122.268285,29/07/2017 20:08
38,17018157,BRANDISHING,WEAPONS OFFENSE,6,"2800 PARK ST
Berkeley, CA
(37.855964, -122.283114)",2800 PARK ST,Berkeley,CA,Saturday,37.855964,-122.283114,1/4/2017 15:29
39,17090773,BURGLARY AUTO,BURGLARY - VEHICLE,1,"2100 RUSSELL ST
Berkeley, CA
(37.856719, -122.266672)",2100 RUSSELL ST,Berkeley,CA,Monday,37.856719,-122.266672,17/04/2017 21:00
40,17040246,VEHICLE STOLEN,MOTOR VEHICLE THEFT,2,"1500 BERKELEY WAY
Berkeley, CA
(37.871311, -122.281978)",1500 BERKELEY WAY,Berkeley,CA,Tuesday,37.871311,-122.281978,11/7/2017 19:00
41,17038545,BURGLARY AUTO,BURGLARY - VEHICLE,1,"1600 PARKER ST
Berkeley, CA
(37.860768, -122.278249)",1600 PARKER ST,Berkeley,CA,Monday,37.860768,-122.278249,3/7/2017 12:30
42,17048654,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,5,"2000 CHANNING WAY
Berkeley, CA
(37.865501, -122.269774)",2000 CHANNING WAY,Berkeley,CA,Friday,37.865501,-122.269774,18/08/2017 8:45
43,17042874,MISSING ADULT,MISSING PERSON,5,"1500 RUSSELL ST
Berkeley, CA
(37.8549, -122.27945)",1500 RUSSELL ST,Berkeley,CA,Friday,37.8549,-122.27945,21/07/2017 14:00
44,17040337,BURGLARY AUTO,BURGLARY - VEHICLE,2,"1300 SHATTUCK AVE
Berkeley, CA
(37.88362, -122.269734)",1300 SHATTUCK AVE,Berkeley,CA,Tuesday,37.88362,-122.269734,11/7/2017 23:00
45,17023962,NARCOTICS,DRUG VIOLATION,6,"GILMAN STREET &amp; NINTH ST
Berkeley, CA
(37.880021, -122.298091)",GILMAN STREET & NINTH ST,Berkeley,CA,Saturday,37.880021,-122.298091,29/04/2017 20:50
46,17041244,GUN/WEAPON,WEAPONS OFFENSE,0,"SEAWALL DRIVE &amp; UNIVERSITY AVE
Berkeley, CA
(37.863045, -122.317348)",SEAWALL DRIVE & UNIVERSITY AVE,Berkeley,CA,Sunday,37.863045,-122.317348,16/07/2017 0:07
47,17091294,BURGLARY AUTO,BURGLARY - VEHICLE,3,"2400 MILVIA ST
Berkeley, CA
(37.865466, -122.27005)",2400 MILVIA ST,Berkeley,CA,Wednesday,37.865466,-122.27005,5/7/2017 23:00
48,17029902,VANDALISM,VANDALISM,5,"MARIN AVENUE &amp; THE CIRCLE
Berkeley, CA
(37.889999, -122.272456)",MARIN AVENUE & THE CIRCLE,Berkeley,CA,Friday,37.889999,-122.272456,26/05/2017 14:55
49,17023011,THEFT FROM AUTO,LARCENY - FROM VEHICLE,1,"1400 DERBY ST
Berkeley, CA
(37.858448, -122.282308)",1400 DERBY ST,Berkeley,CA,Monday,37.858448,-122.282308,24/04/2017 21:00
50,17045094,BURGLARY AUTO,BURGLARY - VEHICLE,4,"DELAWARE STREET &amp; GRANT ST
Berkeley, CA
(37.873921, -122.275577)",DELAWARE STREET & GRANT ST,Berkeley,CA,Thursday,37.873921,-122.275577,3/8/2017 2:15
51,17025823,DISTURBANCE,DISORDERLY CONDUCT,0,"2800 SACRAMENTO ST
Berkeley, CA
(37.856792, -122.279845)",2800 SACRAMENTO ST,Berkeley,CA,Sunday,37.856792,-122.279845,7/5/2017 17:56
52,17045147,THEFT FROM AUTO,LARCENY - FROM VEHICLE,3,"CAMELIA STREET &amp; FIFTH ST
Berkeley, CA
(37.877393, -122.301918)",CAMELIA STREET & FIFTH ST,Berkeley,CA,Wednesday,37.877393,-122.301918,2/8/2017 12:00
53,17091153,BURGLARY AUTO,BURGLARY - VEHICLE,6,"2400 HASTE ST
Berkeley, CA
(37.865849, -122.259977)",2400 HASTE ST,Berkeley,CA,Saturday,37.865849,-122.259977,17/06/2017 0:05
54,17045098,BURGLARY AUTO,BURGLARY - VEHICLE,4,"1700 CHESTNUT ST
Berkeley, CA
(37.874095, -122.288542)",1700 CHESTNUT ST,Berkeley,CA,Thursday,37.874095,-122.288542,3/8/2017 2:23
55,17042993,BURGLARY AUTO,BURGLARY - VEHICLE,1,"2400 HASTE ST
Berkeley, CA
(37.865849, -122.259977)",2400 HASTE ST,Berkeley,CA,Monday,37.865849,-122.259977,24/07/2017 4:31
56,17041623,THEFT MISD. (UNDER $950),LARCENY,0,"2200 DWIGHT WAY
Berkeley, CA
(37.864238, -122.265263)",2200 DWIGHT WAY,Berkeley,CA,Sunday,37.864238,-122.265263,16/07/2017 13:00
57,17091662,THEFT MISD. (UNDER $950),LARCENY,1,"2000 ADDISON ST
Berkeley, CA
(37.870867, -122.270635)",2000 ADDISON ST,Berkeley,CA,Monday,37.870867,-122.270635,21/08/2017 17:20
58,17048737,2ND RESPONSE,NOISE VIOLATION,6,"2400 PIEDMONT AVE
Berkeley, CA
(37.867546, -122.251967)",2400 PIEDMONT AVE,Berkeley,CA,Saturday,37.867546,-122.251967,19/08/2017 0:21
59,17017847,VEHICLE STOLEN,MOTOR VEHICLE THEFT,4,"2000 FOURTH ST
Berkeley, CA
(37.867026, -122.299737)",2000 FOURTH ST,Berkeley,CA,Thursday,37.867026,-122.299737,30/03/2017 19:23
60,17034016,DISTURBANCE,DISORDERLY CONDUCT,2,"2300 DURANT AVE
Berkeley, CA
(37.867259, -122.26324)",2300 DURANT AVE,Berkeley,CA,Tuesday,37.867259,-122.26324,13/06/2017 20:24
61,17027099,ROBBERY,ROBBERY,6,"BENVENUE AVENUE &amp; STUART ST
Berkeley, CA
(37.859918, -122.254574)",BENVENUE AVENUE & STUART ST,Berkeley,CA,Saturday,37.859918,-122.254574,13/05/2017 15:25
62,17049913,THEFT MISD. (UNDER $950),LARCENY,3,"2600 TELEGRAPH AVE
Berkeley, CA
(37.862927, -122.258784)",2600 TELEGRAPH AVE,Berkeley,CA,Wednesday,37.862927,-122.258784,23/08/2017 8:00
63,17041892,BURGLARY AUTO,BURGLARY - VEHICLE,3,"3000 RUSSELL ST
Berkeley, CA
(37.859, -122.244318)",3000 RUSSELL ST,Berkeley,CA,Wednesday,37.859,-122.244318,19/07/2017 1:30
64,17020853,2ND RESPONSE,NOISE VIOLATION,5,"2300 FULTON ST
Berkeley, CA
(37.867566, -122.265948)",2300 FULTON ST,Berkeley,CA,Friday,37.867566,-122.265948,14/04/2017 23:59
65,17091211,BURGLARY AUTO,BURGLARY - VEHICLE,4,"3000 TELEGRAPH AVE
Berkeley, CA
(37.855435, -122.259841)",3000 TELEGRAPH AVE,Berkeley,CA,Thursday,37.855435,-122.259841,22/06/2017 21:30
66,17023056,BURGLARY AUTO,BURGLARY - VEHICLE,2,"2500 HASTE ST
Berkeley, CA
(37.866025, -122.258623)",2500 HASTE ST,Berkeley,CA,Tuesday,37.866025,-122.258623,25/04/2017 14:30
67,17049351,DISTURBANCE,DISORDERLY CONDUCT,0,"1800 EUCLID AVE
Berkeley, CA
(37.876045, -122.260336)",1800 EUCLID AVE,Berkeley,CA,Sunday,37.876045,-122.260336,20/08/2017 20:00
68,17016448,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,5,"1500 OLYMPUS AVE
Berkeley, CA
(37.881757, -122.251163)",1500 OLYMPUS AVE,Berkeley,CA,Friday,37.881757,-122.251163,24/03/2017 10:20
69,17048051,DOMESTIC VIOLENCE,FAMILY OFFENSE,2,"200 UNIVERSITY AVE
Berkeley, CA
(37.865491, -122.310065)",200 UNIVERSITY AVE,Berkeley,CA,Tuesday,37.865491,-122.310065,15/08/2017 21:00
70,17016414,VEHICLE STOLEN,MOTOR VEHICLE THEFT,4,"1000 PARDEE ST
Berkeley, CA
(37.856705, -122.290315)",1000 PARDEE ST,Berkeley,CA,Thursday,37.856705,-122.290315,23/03/2017 22:00
71,17027280,ASSAULT/BATTERY MISD.,ASSAULT,0,"2100 CALIFORNIA ST
Berkeley, CA
(37.869524, -122.27965)",2100 CALIFORNIA ST,Berkeley,CA,Sunday,37.869524,-122.27965,14/05/2017 9:36
72,17050301,FRAUD/FORGERY,FRAUD,2,"2700 COLLEGE AVE
Berkeley, CA
(37.861645, -122.253508)",2700 COLLEGE AVE,Berkeley,CA,Tuesday,37.861645,-122.253508,15/08/2017 12:00
73,17046649,THEFT MISD. (UNDER $950),LARCENY,1,"2100 BANCROFT WAY
Berkeley, CA
(37.867601, -122.267718)",2100 BANCROFT WAY,Berkeley,CA,Monday,37.867601,-122.267718,7/8/2017 12:10
74,17034778,THEFT FROM AUTO,LARCENY - FROM VEHICLE,5,"2000 NINTH ST
Berkeley, CA
(37.868591, -122.294393)",2000 NINTH ST,Berkeley,CA,Friday,37.868591,-122.294393,16/06/2017 18:15
75,17026825,DISTURBANCE,DISORDERLY CONDUCT,5,"2100 BANCROFT WAY
Berkeley, CA
(37.867601, -122.267718)",2100 BANCROFT WAY,Berkeley,CA,Friday,37.867601,-122.267718,12/5/2017 10:00
76,17022965,VANDALISM,VANDALISM,6,"2100 KITTREDGE ST
Berkeley, CA
(37.868512, -122.26781)",2100 KITTREDGE ST,Berkeley,CA,Saturday,37.868512,-122.26781,22/04/2017 9:00
77,17017897,THEFT FELONY (OVER $950),LARCENY,6,"2700 GRANT ST
Berkeley, CA
(37.85931, -122.273495)",2700 GRANT ST,Berkeley,CA,Saturday,37.85931,-122.273495,25/03/2017 8:30
78,17047514,THEFT MISD. (UNDER $950),LARCENY,0,"2500 BANCROFT WAY
Berkeley, CA
(37.868722, -122.259123)",2500 BANCROFT WAY,Berkeley,CA,Sunday,37.868722,-122.259123,13/08/2017 17:25
79,17090604,THEFT MISD. (UNDER $950),LARCENY,3,"2600 HILLEGASS AVE
Berkeley, CA
(37.863292, -122.256293)",2600 HILLEGASS AVE,Berkeley,CA,Wednesday,37.863292,-122.256293,22/03/2017 15:30
80,17091609,THEFT FELONY (OVER $950),LARCENY,0,"1800 SONOMA AVE
Berkeley, CA
(37.885752, -122.27805)",1800 SONOMA AVE,Berkeley,CA,Sunday,37.885752,-122.27805,13/08/2017 9:00
81,17022504,2ND RESPONSE,NOISE VIOLATION,6,"2400 HILLSIDE AVE
Berkeley, CA
(37.867373, -122.249515)",2400 HILLSIDE AVE,Berkeley,CA,Saturday,37.867373,-122.249515,22/04/2017 23:30
82,17031203,BURGLARY AUTO,BURGLARY - VEHICLE,3,"2100 WARD ST
Berkeley, CA
(37.85948, -122.266689)",2100 WARD ST,Berkeley,CA,Wednesday,37.85948,-122.266689,31/05/2017 20:43
83,17016700,BURGLARY AUTO,BURGLARY - VEHICLE,6,"1200 FIFTH ST
Berkeley, CA
(37.880786, -122.303067)",1200 FIFTH ST,Berkeley,CA,Saturday,37.880786,-122.303067,25/03/2017 15:15
84,17014775,ASSAULT/BATTERY MISD.,ASSAULT,4,"2700 COLLEGE AVE
Berkeley, CA
(37.861645, -122.253508)",2700 COLLEGE AVE,Berkeley,CA,Thursday,37.861645,-122.253508,16/03/2017 22:05
85,17024424,THEFT MISD. (UNDER $950),LARCENY,1,"2800 ADELINE ST
Berkeley, CA
(37.858079, -122.268016)",2800 ADELINE ST,Berkeley,CA,Monday,37.858079,-122.268016,1/5/2017 18:04
86,17014175,ROBBERY,ROBBERY,2,"2100 KITTREDGE ST
Berkeley, CA
(37.868512, -122.26781)",2100 KITTREDGE ST,Berkeley,CA,Tuesday,37.868512,-122.26781,14/03/2017 1:05
87,17014721,DISTURBANCE,DISORDERLY CONDUCT,2,"500 CRAGMONT AVE
Berkeley, CA
(37.902748, -122.269642)",500 CRAGMONT AVE,Berkeley,CA,Tuesday,37.902748,-122.269642,14/03/2017 11:00
88,17020204,BURGLARY AUTO,BURGLARY - VEHICLE,2,"900 ANTHONY ST
Berkeley, CA
(37.852209, -122.291515)",900 ANTHONY ST,Berkeley,CA,Tuesday,37.852209,-122.291515,11/4/2017 19:20
89,17032715,THEFT MISD. (UNDER $950),LARCENY,3,"1700 UNIVERSITY AVE
Berkeley, CA
(37.870948, -122.27733)",1700 UNIVERSITY AVE,Berkeley,CA,Wednesday,37.870948,-122.27733,7/6/2017 18:02
90,17091221,THEFT MISD. (UNDER $950),LARCENY,6,"2500 SHATTUCK AVE
Berkeley, CA
(37.863811, -122.267412)",2500 SHATTUCK AVE,Berkeley,CA,Saturday,37.863811,-122.267412,24/06/2017 15:00
91,17019576,VEHICLE STOLEN,MOTOR VEHICLE THEFT,4,"HILLEGASS AVENUE &amp; STUART ST
Berkeley, CA
(37.859854, -122.255807)",HILLEGASS AVENUE & STUART ST,Berkeley,CA,Thursday,37.859854,-122.255807,6/4/2017 8:00
92,17020915,BURGLARY AUTO,BURGLARY - VEHICLE,5,"800 MENDOCINO AVE
Berkeley, CA
(37.893148, -122.274809)",800 MENDOCINO AVE,Berkeley,CA,Friday,37.893148,-122.274809,14/04/2017 22:00
93,17091072,THEFT MISD. (UNDER $950),LARCENY,3,"2700 BANCROFT WAY
Berkeley, CA
(37.869312, -122.254314)",2700 BANCROFT WAY,Berkeley,CA,Wednesday,37.869312,-122.254314,31/05/2017 21:00
94,17040151,THEFT FELONY (OVER $950),LARCENY,2,"2200 SHATTUCK AVE
Berkeley, CA
(37.869363, -122.268028)",2200 SHATTUCK AVE,Berkeley,CA,Tuesday,37.869363,-122.268028,11/7/2017 13:09
95,17023527,THEFT FROM AUTO,LARCENY - FROM VEHICLE,4,"2800 DOHR ST
Berkeley, CA
(37.855692, -122.281259)",2800 DOHR ST,Berkeley,CA,Thursday,37.855692,-122.281259,27/04/2017 20:30
96,17044730,ASSAULT/BATTERY MISD.,ASSAULT,2,"2000 CARLETON ST
Berkeley, CA
(37.860926, -122.269532)",2000 CARLETON ST,Berkeley,CA,Tuesday,37.860926,-122.269532,1/8/2017 13:00
97,17015998,VEHICLE STOLEN,MOTOR VEHICLE THEFT,2,"2000 FRANCISCO ST
Berkeley, CA
(37.875391, -122.271141)",2000 FRANCISCO ST,Berkeley,CA,Tuesday,37.875391,-122.271141,21/03/2017 17:00
98,17091193,BURGLARY AUTO,BURGLARY - VEHICLE,2,"900 GILMAN ST
Berkeley, CA
(37.87969, -122.299713)",900 GILMAN ST,Berkeley,CA,Tuesday,37.87969,-122.299713,20/06/2017 21:00
99,17049657,MISSING ADULT,MISSING PERSON,2,"1600 ALCATRAZ AVE
Berkeley, CA
(37.848152, -122.275807)",1600 ALCATRAZ AVE,Berkeley,CA,Tuesday,37.848152,-122.275807,22/08/2017 13:30
100,17091551,VANDALISM,VANDALISM,1,"2530 SAN PABLO AVE
Berkeley, CA
(37.860104, -122.289321)",2530 SAN PABLO AVE,Berkeley,CA,Monday,37.860104,-122.289321,7/8/2017 21:30
101,17020316,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,3,"1000 EUCLID AVE
Berkeley, CA
(37.891594, -122.264883)",1000 EUCLID AVE,Berkeley,CA,Wednesday,37.891594,-122.264883,12/4/2017 13:16
102,17090606,THEFT MISD. (UNDER $950),LARCENY,2,"1260 ALLSTON WAY
Berkeley, CA
(37.866967, -122.286838)",1260 ALLSTON WAY,Berkeley,CA,Tuesday,37.866967,-122.286838,14/03/2017 22:30
103,17044974,ASSAULT/BATTERY FEL.,ASSAULT,3,"400 GILMAN ST
Berkeley, CA
(37.877715, -122.309618)",400 GILMAN ST,Berkeley,CA,Wednesday,37.877715,-122.309618,2/8/2017 16:15
104,17022350,BURGLARY COMMERCIAL,BURGLARY - COMMERCIAL,5,"1800 FOURTH ST
Berkeley, CA
(37.869944, -122.300636)",1800 FOURTH ST,Berkeley,CA,Friday,37.869944,-122.300636,21/04/2017 20:00
105,17048197,BURGLARY AUTO,BURGLARY - VEHICLE,1,"SHATTUCK AVENUE &amp; BERKELEY WAY
Berkeley, CA
(37.872989, -122.268532)",SHATTUCK AVENUE & BERKELEY WAY,Berkeley,CA,Monday,37.872989,-122.268532,14/08/2017 19:30
106,17050168,IDENTITY THEFT,FRAUD,0,"2000 HASTE ST
Berkeley, CA
(37.86456, -122.269954)",2000 HASTE ST,Berkeley,CA,Sunday,37.86456,-122.269954,16/07/2017 10:00
107,17042959,ROBBERY,ROBBERY,0,"1300 GLENDALE AVE
Berkeley, CA
(37.885525, -122.254405)",1300 GLENDALE AVE,Berkeley,CA,Sunday,37.885525,-122.254405,23/07/2017 23:30
108,17090682,BURGLARY AUTO,BURGLARY - VEHICLE,3,"200 UNIVERSITY AVE
Berkeley, CA
(37.865491, -122.310065)",200 UNIVERSITY AVE,Berkeley,CA,Wednesday,37.865491,-122.310065,5/4/2017 18:00
109,17018147,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,6,"1500 UNIVERSITY AVE
Berkeley, CA
(37.870396, -122.281585)",1500 UNIVERSITY AVE,Berkeley,CA,Saturday,37.870396,-122.281585,25/03/2017 12:00
110,17091105,THEFT FELONY (OVER $950),LARCENY,6,"1300 BERKELEY WAY
Berkeley, CA
(37.870592, -122.286613)",1300 BERKELEY WAY,Berkeley,CA,Saturday,37.870592,-122.286613,10/6/2017 0:00
111,17047292,THEFT MISD. (UNDER $950),LARCENY,3,"200 ALVARADO RD
Berkeley, CA
(37.855953, -122.236475)",200 ALVARADO RD,Berkeley,CA,Wednesday,37.855953,-122.236475,9/8/2017 10:00
112,17021918,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,3,"1900 FRANCISCO ST
Berkeley, CA
(37.875113, -122.273413)",1900 FRANCISCO ST,Berkeley,CA,Wednesday,37.875113,-122.273413,19/04/2017 22:00
113,17017091,ROBBERY,ROBBERY,6,"2200 SHATTUCK AVE
Berkeley, CA
(37.869363, -122.268028)",2200 SHATTUCK AVE,Berkeley,CA,Saturday,37.869363,-122.268028,25/03/2017 11:00
114,17013843,NARCOTICS,DRUG VIOLATION,0,"1000 DWIGHT WAY
Berkeley, CA
(37.860732, -122.291369)",1000 DWIGHT WAY,Berkeley,CA,Sunday,37.860732,-122.291369,12/3/2017 12:49
115,17020917,DISTURBANCE,DISORDERLY CONDUCT,6,"1900 CENTER ST
Berkeley, CA
(37.869685, -122.272804)",1900 CENTER ST,Berkeley,CA,Saturday,37.869685,-122.272804,15/04/2017 10:30
116,17014831,BURGLARY AUTO,BURGLARY - VEHICLE,4,"Berkeley, CA
(37.869058, -122.270455)",,Berkeley,CA,Thursday,37.869058,-122.270455,16/03/2017 22:00
117,17031301,MISSING ADULT,MISSING PERSON,3,"2100 JEFFERSON AVE
Berkeley, CA
(37.869691, -122.27849)",2100 JEFFERSON AVE,Berkeley,CA,Wednesday,37.869691,-122.27849,10/5/2017 12:00
118,17017755,THEFT FROM AUTO,LARCENY - FROM VEHICLE,4,"2000 ALLSTON WAY
Berkeley, CA
(37.869096, -122.270137)",2000 ALLSTON WAY,Berkeley,CA,Thursday,37.869096,-122.270137,30/03/2017 10:42
